path,category_id,folder_name,information,state
Acne_Studios_original_acn_prs_aw20_001.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_004.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_008.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_011.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_014.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_017.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_020.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_022.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_025.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_028.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_031.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_035.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_037.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_040.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_043.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_046.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_049.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_052.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_055.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_058.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_061.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_064.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_067.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_070.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_073.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_076.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_079.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_082.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_085.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_088.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_091.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_095.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_097.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_101.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_103.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_106.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_110.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_113.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_116.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_118.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_121.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_124.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_127.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_131.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Acne_Studios_original_acn_prs_aw20_133.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_001.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_003.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_005.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_007.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_009.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_011.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_013.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_015.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_017.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_019.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_021.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_023.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_025.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_027.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_029.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_031.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_033.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
Adam_Lippes_original_adml_aw20_ny_035.jpg,3,2020AW_NY_LDN_MLN_PRS,"0,1,0,1,u",1
